Manufacturer,Model Name,Category,Screen Size,RAM,Storage,Operating System,Weight,Price,Screen Name,Resolution Product
Dell,Inspiron 7559,Gaming,15.6,16,128,Windows,2.72,9772308,IPS Panel Touchscreen / 4K Ultra HD,8294400
Samsung,Notebook 9,Ultrabook,13.3,8,256,Windows,1.31,14218308,Full HD / Touchscreen,2073600
Acer,Aspire A315-31,Notebook,15.6,4,1,Linux,2.1,2649816,IPS Panel Full HD,1049088
Dell,Inspiron 5567,Notebook,15.6,16,256,Windows,2.3,10503853,Full HD,2073600
Samsung,Notebook 9,2 in 1 Convertible,15.0,16,256,Windows,1.71,15996708,Full HD / Touchscreen,2073600
Toshiba,Tecra A40-C-1E5,Notebook,14.0,4,128,Windows,1.75,9069840,IPS Panel,1049088
Dell,Inspiron 7567,Gaming,15.6,8,1,Windows,2.62,9772308,Full HD,2073600
HP,EliteBook 820,Ultrabook,12.5,4,256,Windows,1.26,11061648,Full HD,1049088
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,12,2,Windows,2.3,7460388,Full HD / Touchscreen,2073600
Lenovo,Thinkpad P50,Notebook,15.6,16,512,Windows,2.5,21074040,4K Ultra HD,8294400
Acer,Swift 3,Notebook,14.0,4,128,Windows,1.8,5655312,IPS Panel Full HD,2073600
Razer,Blade Pro,Gaming,14.0,16,512,Windows,1.95,25777908,Full HD,2073600
Asus,Vivobook Max,Notebook,15.6,8,128,Windows,2.0,5174255,Full HD / Touchscreen,2073600
Dell,Alienware 17,Gaming,17.3,32,1,Windows,4.42,31911610,IPS Panel Full HD,2073600
Asus,Rog G752VS-BA171T,Gaming,17.3,16,256,Windows,4.3,20896200,IPS Panel Full HD,2073600
Toshiba,Tecra Z40-C-161,Ultrabook,14.0,16,512,Windows,1.47,15685488,IPS Panel Full HD,2073600
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,8,1,No OS,2.2,2925468,4K Ultra HD,1049088
Lenovo,ThinkPad T470s,Ultrabook,14.0,16,512,Windows,1.7,20442708,Full HD,2073600
MSI,GS43VR 7RE,Gaming,14.0,16,256,Windows,1.6,16814772,IPS Panel Full HD,2073600
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,8,128,Windows,2.2,9683388,Full HD,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,4,1,Windows,2.4,8883108,IPS Panel Full HD,2073600
Acer,Predator G9-793,Gaming,17.3,16,256,Windows,4.2,20442708,IPS Panel Full HD,2073600
Dell,Inspiron 7567,Gaming,15.6,8,256,Windows,2.62,8758620,Full HD,2073600
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,8,128,Windows,2.24,11906388,Full HD,2073600
Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,4,32,Windows,1.22,1804187,IPS Panel Full HD,2073600
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,512,Windows,1.37,17517240,IPS Panel Full HD / Touchscreen,2073600
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,8,256,Windows,2.08,8527428,Full HD / Touchscreen,2073600
Apple,"MacBook 12""",Ultrabook,12.0,8,512,Mac OS,0.92,10359180,IPS Panel Retina Display,3317760
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,256,Windows,1.42,20718360,IPS Panel Touchscreen,3686400
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,4,32,Windows,1.63,2658708,Full HD,1049088
Dell,Latitude 3580,Notebook,15.6,8,128,Windows,1.95,7202520,Full HD,1049088
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,8,256,Windows,1.38,11995308,IPS Panel Full HD / Touchscreen,2073600
Dell,Vostro 5568,Notebook,15.6,8,256,Windows,2.0,6571188,Full HD,2073600
HP,ZBook 17,Workstation,15.6,8,256,Windows,3.14,18361091,Full HD,2073600
Asus,Pro P2540UA-XS51,Notebook,15.6,8,256,Windows,2.37,9772308,Full HD,2073600
Dell,XPS 13,Ultrabook,13.3,8,256,Windows,1.29,13329108,Full HD,2073600
Dell,XPS 15,Notebook,15.6,8,256,Windows,2.06,15552108,4K Ultra HD / Touchscreen,8294400
Dell,Latitude 3180,Netbook,11.6,4,128,Windows,1.63,6615648,4K Ultra HD / Touchscreen,1049088
HP,EliteBook 820,Netbook,12.5,8,256,Windows,1.26,12350988,Full HD,1049088
Toshiba,Satellite Pro,Notebook,15.6,4,500,Windows,2.1,6935760,IPS Panel Full HD,1049088
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,8,2,Windows,2.04,5593068,Full HD,1049088
Dell,Inspiron 7567,Gaming,15.6,16,512,Windows,2.62,14929668,4K Ultra HD,8294400
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,4,1,Windows,2.4,5415228,Full HD,2073600
HP,Omen 17-an012dx,Gaming,17.3,12,1,Windows,3.74,15552108,IPS Panel Full HD,2073600
MSI,GE72MVR 7RG,Gaming,17.3,16,512,Windows,2.9,21474180,Full HD,2073600
Samsung,Notebook 9,Ultrabook,13.3,8,256,Windows,0.81,13329108,Full HD,2073600
Dell,Vostro 5568,Notebook,15.6,8,1,Windows,1.98,8545212,Full HD,2073600
Dell,Vostro 3568,Notebook,15.6,8,256,Windows,2.18,7022991,Full HD,2073600
Lenovo,Thinkpad T470s,Ultrabook,14.0,8,256,Windows,1.32,16530228,Full HD,2073600
Razer,Blade Stealth,Ultrabook,12.5,16,512,Windows,1.29,15996708,IPS Panel 4K Ultra HD / Touchscreen,8294400
HP,Chromebook 11,Netbook,11.6,4,16,Chrome OS,1.23,3423420,IPS Panel Full HD,1049088
Dell,Alienware 17,Gaming,17.3,16,128,Windows,4.36,22274638,IPS Panel Full HD,2073600
Dell,Latitude 3480,Notebook,14.0,4,500,Windows,1.76,6713460,IPS Panel Full HD,1049088
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,4,500,Windows,2.1,4356191,Full HD,1049088
Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,4,128,Windows,1.25,9692280,IPS Panel Full HD,1049088
Lenovo,Thinkpad X1,Ultrabook,14.0,8,512,Windows,1.13,22221108,IPS Panel Full HD,2073600
MSI,GL62M 7RD,Gaming,15.6,8,256,Windows,2.4,10661508,Full HD,2073600
Lenovo,ThinkPad X1,Ultrabook,14.0,8,256,Windows,1.13,16672500,IPS Panel Full HD,2073600
Toshiba,Satellite Pro,Notebook,14.0,4,128,Windows,1.75,4437108,IPS Panel Full HD,1049088
Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,256,Windows,1.1,12075336,Touchscreen / Full HD,2073600
Dell,Latitude 3480,Notebook,14.0,4,500,Windows,1.76,5201820,IPS Panel Full HD,1049088
Acer,Chromebook 11,Netbook,11.6,4,32,Chrome OS,1.35,3156660,IPS Panel,1049088
Acer,Swift 3,Notebook,14.0,8,128,Windows,1.5,5504148,IPS Panel Full HD,2073600
Razer,Blade Pro,Gaming,17.3,32,512,Windows,3.49,48897108,4K Ultra HD / Touchscreen,8294400
Lenovo,Thinkpad X1,Ultrabook,14.0,16,512,Windows,1.1,18664308,IPS Panel Quad HD+,3686400
Asus,VivoBook Max,Notebook,15.6,4,1,Linux,2.1,4614948,Full HD,2073600
Lenovo,Thinkpad T460,Notebook,14.0,8,256,Windows,1.7,10545912,Full HD,2073600
Lenovo,ThinkPad T470s,Notebook,14.0,8,256,Windows,1.32,14671800,IPS Panel Full HD,2073600
Dell,Alienware 15,Gaming,15.6,16,256,Windows,3.21,24672010,Full HD,2073600
Asus,Rog GL702VS-BA023T,Gaming,17.3,16,256,Windows,2.9,21509748,Full HD,2073600
Toshiba,Satellite Pro,Notebook,15.6,4,500,Windows,2.0,5948748,IPS Panel Full HD,1049088
Lenovo,N42-20 Chromebook,Notebook,14.0,4,16,Chrome OS,1.5,2889900,IPS Panel Full HD,1049088
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,8,128,Windows,2.3,5246280,Full HD,2073600
Asus,Rog GL702VM-GC017T,Gaming,17.3,16,512,Windows,2.73,15996708,Full HD,2073600
Dell,Alienware 17,Gaming,17.3,32,512,Windows,4.42,27324138,IPS Panel Full HD,2073600
HP,ProBook 470,Notebook,17.3,8,1,Windows,2.63,8091720,IPS Panel Full HD,1440000
Dell,Vostro 3568,Notebook,15.6,8,128,Windows,2.18,6348799,IPS Panel Full HD,1049088
HP,EliteBook 840,Ultrabook,14.0,8,512,Windows,1.54,16628040,Full HD,2073600
Dell,Vostro 3568,Notebook,15.6,4,256,Windows,2.18,6571188,Full HD,2073600
HP,Chromebook X360,2 in 1 Convertible,11.6,4,32,Chrome OS,1.4,5468580,Touchscreen,1049088
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,8,512,Windows,1.45,9123192,IPS Panel Full HD,2073600
HP,EliteBook x360,2 in 1 Convertible,13.3,8,256,Windows,1.28,20247084,Full HD / Touchscreen,2073600
HP,EliteBook 840,Ultrabook,14.0,8,512,Windows,1.54,13053456,Full HD,2073600
HP,250 G6,Notebook,15.6,4,128,No OS,1.86,2658708,Full HD,1049088
Asus,Rog GL502VM-DS74,Gaming,15.6,16,128,Windows,2.1,16885908,Full HD,2073600
Dell,Inspiron 5767,Notebook,17.3,8,1,Linux,2.83,7691580,Full HD,2073600
Lenovo,ThinkPad T470p,Ultrabook,14.0,8,256,Windows,1.96,16921476,IPS Panel Full HD,2073600
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,8,256,Windows,2.3,6998004,IPS Panel Full HD,2073600
Dell,Latitude 5580,Notebook,15.6,8,128,Windows,1.9,8402940,Full HD,2073600
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,4,1,Windows,2.0,3992508,IPS Panel Full HD,1049088
HP,EliteBook x360,2 in 1 Convertible,13.3,8,256,Windows,1.28,22754628,Full HD / Touchscreen,2073600
Dell,Inspiron 5368,Notebook,13.3,8,1,Windows,1.62,5770908,Full HD / Touchscreen,2073600
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,4,1,No OS,2.2,4170348,Full HD,2073600
Lenovo,ThinkPad E570,Notebook,15.6,8,1,Windows,2.3,7564069,IPS Panel Full HD,2073600
HP,EliteBook 850,Notebook,15.6,8,256,Windows,1.84,11995308,Full HD,2073600
Toshiba,Portege X30-D-10X,Notebook,13.3,4,128,Windows,1.05,11426220,Full HD,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,1,No OS,2.5,9043164,IPS Panel Full HD,2073600
Dell,XPS 13,Ultrabook,13.3,16,512,Windows,1.29,19918080,Quad HD+ / Touchscreen,5760000
HP,Probook 450,Notebook,15.6,4,500,Windows,2.07,8091720,Full HD,2073600
Toshiba,Port̩g̩ Z30-C-188,Ultrabook,13.3,8,256,Windows,1.2,9736740,Full HD,1049088
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,256,Windows,1.37,17339400,IPS Panel Full HD / Touchscreen,2073600
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,8,256,Windows,1.56,8020584,IPS Panel Full HD,2073600
Dell,Precision 3520,Workstation,15.6,8,1,Windows,2.23,15809976,Full HD,2073600
Lenovo,ThinkPad L570,Notebook,15.6,4,500,Windows,2.38,9381060,IPS Panel Full HD / Touchscreen,1049088
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,4,1,No OS,2.2,4259268,Full HD,2073600
Toshiba,Tecra A50-D-11D,Notebook,15.6,8,256,Windows,2.0,12342096,IPS Panel Full HD,2073600
Lenovo,Thinkpad 13,Notebook,13.3,4,1,Windows,1.44,6535620,IPS Panel Full HD,2073600
Samsung,Notebook 9,Ultrabook,15.0,16,256,Windows,1.23,16441308,Full HD,2073600
Dell,Latitude 7280,Ultrabook,12.5,8,256,Windows,1.6,15027480,Full HD,2073600
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,4,1,Linux,2.0,3547819,IPS Panel Full HD,1049088
Xiaomi,Mi Notebook,Ultrabook,13.3,8,256,Windows,1.28,8314020,IPS Panel Full HD,2073600
Dell,Vostro 5568,Notebook,15.6,4,128,Windows,2.18,8113950,Full HD,2073600
HP,ProBook 450,Notebook,15.6,4,256,Windows,2.04,7460388,Full HD,2073600
HP,EliteBook x360,2 in 1 Convertible,13.3,4,256,Windows,1.28,15116400,Full HD / Touchscreen,2073600
HP,Pavilion x360,2 in 1 Convertible,15.6,4,500,Windows,2.3,6089242,Touchscreen,1049088
Asus,VivoBook L402NA,Notebook,14.1,4,32,Windows,1.65,3094416,IPS Panel Full HD,1049088
Lenovo,IdeaPad 510-15ISK,Notebook,15.6,8,1,Windows,2.2,5948748,IPS Panel Full HD,2073600
Dell,Inspiron 3552,Notebook,15.6,4,500,Windows,2.2,3281148,Full HD,1049088
HP,EliteBook x360,2 in 1 Convertible,13.3,4,256,Windows,1.28,15996708,Full HD / Touchscreen,2073600
Dell,Vostro 3568,Notebook,15.6,4,1,Linux,2.18,4052084,Full HD,1049088
Asus,Rog GL753VD-GC082T,Gaming,17.3,12,128,Windows,2.2,12181151,Full HD,2073600
Acer,Chromebook C731-C78G,Netbook,11.6,4,32,Chrome OS,1.25,2640924,IPS Panel,1049088
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,4,500,Windows,2.8,3370068,IPS Panel Full HD,1440000
HP,Probook 640,Notebook,14.0,4,128,Windows,1.95,11248380,Full HD,2073600
HP,Envy x360,2 in 1 Convertible,13.3,16,256,Windows,1.42,12439908,Quad HD+ / Touchscreen,5760000
Samsung,Notebook 9,Ultrabook,15.0,8,256,Windows,1.17,15107508,Full HD,2073600
Lenovo,ThinkPad T470s,Ultrabook,14.0,8,256,Windows,1.32,15996708,IPS Panel Full HD,2073600
MSI,GS73VR Stealth,Gaming,17.3,16,512,Windows,2.43,23554908,IPS Panel 4K Ultra HD,8294400
Toshiba,Portege X30-D-10V,Notebook,13.3,8,256,Windows,1.05,13115700,Full HD,2073600
Dell,Inspiron 7567,Gaming,15.6,8,1,Linux,2.62,8260668,Full HD,2073600
HP,ProBook 450,Notebook,15.6,8,1,Windows,2.04,8002800,Full HD,2073600
Dell,Vostro 3568,Notebook,15.6,4,1,Windows,2.18,5459688,Full HD,1049088
Dell,Latitude 5580,Notebook,15.6,8,500,Windows,1.9,8314020,Full HD,2073600
Dell,XPS 13,2 in 1 Convertible,13.3,8,512,Windows,1.24,17900485,Quad HD+ / Touchscreen,5760000
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,32,256,Windows,3.58,11372868,IPS Panel Full HD,2073600
Dell,XPS 13,2 in 1 Convertible,13.3,16,256,Windows,1.22,14662908,Full HD / Touchscreen,2073600
Lenovo,ThinkPad X1,Ultrabook,14.0,8,256,Windows,1.13,18219708,IPS Panel Full HD,2073600
Lenovo,ThinkPad T570,Notebook,15.6,8,512,Windows,1.95,17454907,IPS Panel Full HD,2073600
LG,Gram 15Z970,Ultrabook,15.6,16,512,Windows,1.08,18664308,IPS Panel Full HD / Touchscreen,2073600
HP,Elitebook 820,Netbook,12.5,8,512,Windows,1.26,13186836,Full HD,2073600
Acer,Chromebook CB5-571-C1DZ,Notebook,15.6,4,16,Chrome OS,2.2,3192228,IPS Panel Full HD,2073600
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,8,128,Windows,2.6,7015788,IPS Panel Full HD,2073600
LG,Gram 14Z970,Ultrabook,14.0,8,512,Windows,0.98,16885908,IPS Panel Full HD / Touchscreen,2073600
Dell,Latitude 5480,Notebook,14.0,8,256,Windows,1.6,10714860,Full HD,2073600
HP,Elitebook Folio,Ultrabook,12.5,8,240,Windows,1.09,27565200,4K Ultra HD / Touchscreen,8294400
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,6,256,Windows,2.2,7015788,Full HD,2073600
HP,ProBook 450,Notebook,15.6,8,256,Windows,2.04,9060859,Full HD,2073600
Acer,Aspire E5-575,Notebook,15.6,4,1,Windows,2.4,4437108,Full HD,2073600
Lenovo,ThinkPad 13,Notebook,13.3,4,128,Windows,1.44,7833852,Full HD,2073600
HP,Probook 430,Notebook,13.3,8,256,Windows,1.49,8536320,Full HD,2073600
MSI,GE72VR 6RF,Gaming,17.3,16,256,Windows,2.7,14218308,Full HD,2073600
Dell,Inspiron 7567,Gaming,15.6,16,128,Windows,2.6,11995308,Full HD,2073600
MSI,GL62M 7RD,Gaming,15.6,8,128,Windows,2.2,9958240,Full HD,2073600
Dell,Vostro 3568,Notebook,15.6,4,1,Windows,2.18,6090931,Full HD,1049088
HP,EliteBook 850,Ultrabook,15.6,8,256,Windows,1.84,11532835,Full HD,2073600
HP,Envy 13-AB077cl,Ultrabook,13.3,8,256,Windows,1.39,10216908,Quad HD+ / Touchscreen,5760000
Toshiba,Tecra Z50-C-140,Notebook,15.6,16,256,Windows,2.4,17561700,IPS Panel Full HD,2073600
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,512,Windows,1.37,16227900,IPS Panel Full HD / Touchscreen,2073600
Dell,Latitude 3580,Notebook,15.6,4,500,Windows,1.95,6490271,Full HD,1049088
Lenovo,Thinkpad X270,Ultrabook,12.5,8,256,Windows,1.36,14671800,IPS Panel Full HD,2073600
HP,Probook 650,Notebook,15.6,8,256,Windows,2.31,10359180,Full HD,2073600
Dell,Vostro 3568,Notebook,15.6,4,1,Windows,2.18,6296070,Full HD,1049088
HP,ProBook 640,Notebook,14.0,4,500,Windows,1.95,10216908,Full HD,1049088
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,1,Windows,2.2,2747628,IPS Panel Full HD,1049088
HP,EliteBook 820,Ultrabook,12.5,4,500,Windows,1.26,14040468,Full HD,2073600
HP,250 G6,Notebook,15.6,4,1,No OS,1.86,2568899,Full HD,1049088
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,16,1,Windows,1.3,15996708,IPS Panel Quad HD+ / Touchscreen,5760000
Toshiba,Tecra Z40-C-12X,Notebook,14.0,4,128,Windows,1.47,9825660,IPS Panel Full HD,2073600
HP,EliteBook 820,Netbook,12.5,8,256,Windows,1.26,14840748,Full HD,2073600
Dell,Vostro 3568,Notebook,15.6,4,1,Windows,2.18,4967071,Full HD,1049088
MSI,GP62M Leopard,Gaming,15.6,8,128,Windows,2.2,10661508,Full HD,2073600
Dell,Latitude 7480,Ultrabook,14.0,8,256,Windows,1.36,14573988,Full HD,2073600
Dell,Alienware 17,Gaming,17.3,16,512,Windows,4.36,24524136,Full HD,3686400
HP,Omen 17-W006na,Gaming,17.3,8,128,Windows,2.75,12439908,IPS Panel Full HD,2073600
Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Notebook,17.3,4,1,Windows,2.8,4712760,IPS Panel Full HD,1440000
Acer,TravelMate P259-G2,Notebook,15.6,4,500,Windows,2.23,5504148,Full HD,1049088
Toshiba,Tecra A50-C-1ZV,Notebook,15.6,8,256,Windows,2.2,9950148,IPS Panel Full HD,1049088
Lenovo,Yoga 700-11ISK,2 in 1 Convertible,11.3,8,256,Windows,1.1,11550708,IPS Panel Full HD / Touchscreen,2073600
Lenovo,IdeaPad Y700-15ACZ,Gaming,15.6,16,512,Windows,2.5,8883108,IPS Panel Full HD,2073600
Dell,Latitude 7280,Ultrabook,12.5,8,256,Windows,1.36,13090802,Full HD / Touchscreen,2073600
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,8,1,No OS,2.2,6091020,Full HD,2073600
Dell,Insprion 5767,Notebook,17.3,4,1,Windows,2.36,5859828,Full HD / Touchscreen,1440000
Acer,Chromebook 14,Notebook,14.0,4,32,Chrome OS,1.68,3103308,Full HD,1049088
HP,ZBook Studio,Workstation,15.6,8,8,Windows,2.0,19998108,IPS Panel Full HD,2073600
Dell,Latitude 7480,Ultrabook,14.0,8,256,Windows,1.36,15783300,Full HD,2073600
Toshiba,Portege Z30-C-1CW,Notebook,13.3,8,256,Windows,1.2,12982320,Full HD,2073600
Asus,Chromebook Flip,2 in 1 Convertible,12.5,8,64,Chrome OS,1.2,10305828,Full HD,2073600
Lenovo,Thinkpad T460,Ultrabook,14.0,8,256,Windows,1.7,13240099,IPS Panel Full HD,2073600
Dell,Alienware 17,Gaming,17.3,16,512,Windows,4.36,28045368,IPS Panel 4K Ultra HD,8294400
Dell,XPS 13,2 in 1 Convertible,13.3,8,256,Windows,1.24,16885908,Full HD / Touchscreen,2073600
HP,ProBook x360,2 in 1 Convertible,11.6,4,256,Windows,1.45,6891300,Touchscreen,1049088
Dell,XPS 13,Ultrabook,13.3,8,256,Windows,1.3,11275056,Quad HD+,5760000
Acer,Chromebook C738T-C2EJ,2 in 1 Convertible,11.6,4,32,Chrome OS,1.25,3458988,IPS Panel Touchscreen,1049088
Toshiba,Portege Z30-C-16Z,Notebook,13.3,8,256,Windows,1.2,13649220,Full HD,2073600
Lenovo,ThinkPad X270,Ultrabook,12.5,8,256,Windows,1.36,15649920,IPS Panel Full HD,2073600
Acer,Aspire F5-573G-510L,Notebook,15.6,12,128,Windows,2.4,8972028,Full HD,2073600
Toshiba,Portege X20W-D-10V,Ultrabook,12.5,8,512,Windows,1.1,15916680,Full HD / Touchscreen,2073600
HP,ProBook 450,Notebook,15.6,8,1,Windows,2.04,7527078,Touchscreen,1049088
Dell,Inspiron 3567,Notebook,15.6,4,1,Linux,2.25,4140293,Quad HD+,1049088
Dell,Latitude 5580,Notebook,15.6,4,500,Windows,1.9,7335900,Quad HD+,1049088
HP,ProBook 450,Notebook,15.6,4,500,Windows,2.04,6091020,Full HD,2073600
Dell,Alienware 17,Gaming,17.3,32,256,Windows,4.42,28000908,IPS Panel Full HD,2073600
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,6,256,Windows,2.4,6179940,Full HD,2073600
Dell,XPS 13,2 in 1 Convertible,13.3,16,512,Windows,1.22,16885908,Quad HD+ / Touchscreen,5760000
Dell,Latitude E7470,Ultrabook,14.0,8,256,Windows,1.5,17454818,Touchscreen,3686400
Dell,Alienware 17,Gaming,17.3,32,256,Windows,4.42,24897600,Full HD,2073600
Toshiba,Tecra A40-C-1DF,Notebook,14.0,8,256,Windows,1.95,10492560,Full HD,2073600
Asus,Rog Strix,Gaming,17.3,16,256,Windows,2.73,18227711,Full HD,2073600
HP,Probook 450,Notebook,15.6,8,128,Windows,2.04,8705268,IPS Panel Full HD,2073600
Lenovo,ThinkPad T460,Notebook,14.0,4,508,Windows,1.7,8909784,Full HD,1049088
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,6,1,Windows,2.04,5148468,IPS Panel Full HD,1049088
Asus,Rog GL753VE-DS74,Gaming,17.3,16,256,Windows,2.99,15552108,Full HD,2073600
Dell,Inspiron 7579,2 in 1 Convertible,15.6,12,512,Windows,2.19,11550708,IPS Panel Full HD / Touchscreen,2073600
Toshiba,Portege Z30-C-1CV,Notebook,13.3,4,128,Windows,1.2,10625940,Full HD,2073600
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,6,256,Windows,2.2,4881708,Full HD,2073600
Fujitsu,LifeBook A556,Notebook,15.6,4,256,Windows,2.3,5770908,Full HD,1049088
Toshiba,Tecra A40-C-1KF,Notebook,14.0,4,500,Windows,1.75,8136180,Full HD,1049088
Dell,Inspiron 3567,Notebook,15.6,4,500,Windows,2.25,5326308,IPS Panel Full HD / Touchscreen,1049088
HP,Probook 450,Notebook,15.6,8,1,Windows,2.04,7166952,Full HD,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,128,Windows,2.5,10572588,IPS Panel Full HD,2073600
Dell,Inspiron 5567,Notebook,15.6,8,1,Windows,2.36,6660108,IPS Panel Full HD / Touchscreen,1049088
Dell,Latitude 5480,Notebook,14.0,8,128,Windows,1.6,9950148,Full HD,2073600
HP,EliteBook Folio,Netbook,12.5,8,512,Windows,0.97,16965936,Full HD,2073600
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,4,128,Windows,2.1,4437108,Full HD,2073600
Lenovo,ThinkPad T560,Notebook,15.6,8,256,Windows,2.3,11995308,Full HD,2073600
Dell,Inspiron 5378,2 in 1 Convertible,13.3,8,256,Windows,1.68,7904988,Full HD / Touchscreen,2073600
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,8,256,Windows,1.4,10225800,Quad HD+,5760000
HP,Spectre 13-V111dx,Ultrabook,13.3,8,256,Windows,1.11,11995308,IPS Panel Full HD / Touchscreen,2073600
Acer,Aspire ES1-533,Notebook,15.6,4,500,Windows,2.4,3378960,Full HD,1049088
Asus,Rog GL553VE-DS74,Gaming,15.6,16,256,Windows,2.5,15996708,Full HD,2073600
HP,EliteBook 840,Ultrabook,14.0,8,512,Windows,1.48,18575388,Full HD,2073600
Acer,Nitro 5,Gaming,15.6,8,128,Windows,2.7,11203920,IPS Panel Full HD,2073600
HP,ENVY -,Notebook,13.3,8,256,Windows,1.34,10572588,IPS Panel Full HD,2073600
Dell,Vostro 3568,Notebook,15.6,4,128,Windows,2.18,4863924,Full HD / Touchscreen,1049088
HP,Probook 440,Notebook,14.0,4,500,Windows,1.64,6926868,IPS Panel Full HD,1049088
Toshiba,Portege Z30-C-16H,Notebook,13.3,4,128,Windows,1.2,10625940,Full HD,2073600
HP,EliteBook 840,Notebook,14.0,4,256,Windows,1.48,9781111,IPS Panel Full HD,1049088
HP,ProBook 640,Notebook,14.0,4,256,Windows,1.95,10714860,Full HD,2073600
HP,EliteBook 1040,Ultrabook,14.0,8,256,Windows,1.43,12884508,Full HD,2073600
HP,ProBook 440,Notebook,14.0,8,256,Windows,1.64,9330020,Full HD,2073600
HP,Probook 440,Notebook,14.0,4,500,Windows,1.64,6082128,Full HD,1049088
Dell,Inspiron 7567,Gaming,15.6,8,1,Windows,2.65,8438508,Full HD,2073600
HP,EliteBook 820,Ultrabook,12.5,4,500,Windows,1.26,13684788,Full HD,2073600
HP,Elitebook 840,Notebook,14.0,4,256,Windows,1.48,14138280,Full HD,2073600
HP,EliteBook 840,Ultrabook,14.0,8,256,Windows,1.54,16781071,Full HD,2073600
HP,Probook 430,Notebook,13.3,4,500,Windows,1.49,7113600,Full HD,1049088
Toshiba,Portege A30-C-1CZ,Notebook,13.3,8,256,Windows,1.5,10759320,Full HD,1049088
HP,ProBook 450,Notebook,15.6,4,256,Windows,2.04,6846751,Full HD,1049088
Lenovo,ThinkPad P70,Notebook,17.3,16,512,Windows,2.4,26391456,IPS Panel 4K Ultra HD,8294400
Toshiba,Tecra Z40-C-12Z,Notebook,14.0,8,256,Windows,1.47,13249080,IPS Panel Full HD,2073600
HP,EliteBook 1040,Notebook,14.0,8,256,Windows,1.43,19820268,Full HD,2073600
Dell,Inspiron 5568,2 in 1 Convertible,15.6,4,1,Windows,2.08,7077943,IPS Panel Full HD / Touchscreen,2073600
Toshiba,Port̩g̩ Z30-C-16K,Ultrabook,13.3,8,256,Windows,1.2,14138280,Full HD,2073600
HP,Spectre 13-V100nv,Notebook,13.3,8,256,Windows,1.11,10216908,IPS Panel Full HD,2073600
HP,ProBook 440,Notebook,14.0,8,256,Windows,1.64,10540844,Full HD,2073600
Dell,Latitude E5570,Notebook,15.6,8,500,Windows,2.09,9304944,Full HD,2073600
HP,Elitebook 820,Ultrabook,12.5,4,256,Windows,1.26,13862628,Full HD,1049088
HP,ProBook 650,Notebook,14.0,4,500,Windows,2.31,10572588,Full HD,1049088
HP,ProBook 640,Notebook,14.0,4,500,Windows,1.95,9425520,Full HD,1049088
Dell,XPS 13,Ultrabook,13.3,8,256,Windows,1.29,14440608,Quad HD+ / Touchscreen,5760000
